Date,Country,Strategic_Tactic,Arrivals
2019-09-01,Belgium,Traditional Leisure,1082
2019-10-01,Belgium,Traditional Leisure,561
2019-11-01,Belgium,Traditional Leisure,933
2019-12-01,Belgium,Traditional Leisure,1316
2020-01-01,Belgium,Traditional Leisure,1243
2020-02-01,Belgium,Traditional Leisure,1500
2020-03-01,Belgium,Traditional Leisure,628
2020-04-01,Belgium,Traditional Leisure,0
2020-05-01,Belgium,Traditional Leisure,0
2020-06-01,Belgium,Traditional Leisure,0
2020-07-01,Belgium,Traditional Leisure,0
2020-08-01,Belgium,Traditional Leisure,0
2020-09-01,Belgium,Traditional Leisure,0
2020-10-01,Belgium,Traditional Leisure,0
2020-11-01,Belgium,Traditional Leisure,0
2020-12-01,Belgium,Traditional Leisure,0
2021-01-01,Belgium,Traditional Leisure,0
2021-02-01,Belgium,Traditional Leisure,7
2021-03-01,Belgium,Traditional Leisure,9
2021-04-01,Belgium,Traditional Leisure,22
2021-05-01,Belgium,Traditional Leisure,1
2021-06-01,Belgium,Traditional Leisure,3
2021-07-01,Belgium,Traditional Leisure,17
2021-08-01,Belgium,Traditional Leisure,54
2021-09-01,Belgium,Traditional Leisure,61
2021-10-01,Belgium,Traditional Leisure,152
2021-11-01,Belgium,Traditional Leisure,318
2021-12-01,Belgium,Traditional Leisure,639
2022-01-01,Belgium,Traditional Leisure,495
2022-02-01,Belgium,Traditional Leisure,620
2022-03-01,Belgium,Traditional Leisure,761
2022-04-01,Belgium,Traditional Leisure,846
2022-05-01,Belgium,Traditional Leisure,212
2022-06-01,Belgium,Traditional Leisure,259
2022-07-01,Belgium,Traditional Leisure,1115
2022-08-01,Belgium,Traditional Leisure,475
2022-09-01,Belgium,Traditional Leisure,316
2022-10-01,Belgium,Traditional Leisure,274
2022-11-01,Belgium,Traditional Leisure,279
2022-12-01,Belgium,Traditional Leisure,512
2023-01-01,Belgium,Traditional Leisure,646
2023-02-01,Belgium,Traditional Leisure,725
2023-03-01,Belgium,Traditional Leisure,722
2023-04-01,Belgium,Traditional Leisure,636
2023-05-01,Belgium,Traditional Leisure,420
2023-06-01,Belgium,Traditional Leisure,438
2023-07-01,Belgium,Traditional Leisure,2259
2023-08-01,Belgium,Traditional Leisure,1330
2023-09-01,Belgium,Traditional Leisure,1061
2023-10-01,Belgium,Traditional Leisure,666
2023-11-01,Belgium,Traditional Leisure,769
2023-12-01,Belgium,Traditional Leisure,995
2024-01-01,Belgium,Traditional Leisure,1313
2024-02-01,Belgium,Traditional Leisure,1577
2024-03-01,Belgium,Traditional Leisure,1565
2024-04-01,Belgium,Traditional Leisure,914
2024-05-01,Belgium,Traditional Leisure,549
2024-06-01,Belgium,Traditional Leisure,872
2024-07-01,Belgium,Traditional Leisure,3435
2024-08-01,Belgium,Traditional Leisure,1751
2024-09-01,Belgium,Traditional Leisure,1669
2024-10-01,Belgium,Traditional Leisure,847
2024-11-01,Belgium,Traditional Leisure,1390
2024-12-01,Belgium,Traditional Leisure,1337
2025-01-01,Belgium,Traditional Leisure,1739
2025-02-01,Belgium,Traditional Leisure,1994
2025-03-01,Belgium,Traditional Leisure,1609
2025-04-01,Belgium,Traditional Leisure,1623
2025-05-01,Belgium,Traditional Leisure,664
2025-06-01,Belgium,Traditional Leisure,1135
2025-07-01,Belgium,Traditional Leisure,4511
2025-08-01,Belgium,Traditional Leisure,2047
2025-09-01,Belgium,Traditional Leisure,1732
2025-10-01,Belgium,Traditional Leisure,877
2025-11-01,Belgium,Traditional Leisure,1572
2025-12-01,Belgium,Traditional Leisure,1553
2011-01-01,Canada,Traditional Leisure,1964
2011-02-01,Canada,Traditional Leisure,1913
2011-03-01,Canada,Traditional Leisure,2059
2011-04-01,Canada,Traditional Leisure,1564
2011-05-01,Canada,Traditional Leisure,1544
2011-06-01,Canada,Traditional Leisure,2700
2011-07-01,Canada,Traditional Leisure,3494
2011-08-01,Canada,Traditional Leisure,2421
2011-09-01,Canada,Traditional Leisure,1205
2011-10-01,Canada,Traditional Leisure,1252
2011-11-01,Canada,Traditional Leisure,1949
2011-12-01,Canada,Traditional Leisure,2606
2012-01-01,Canada,Traditional Leisure,2433
2012-02-01,Canada,Traditional Leisure,2252
2012-03-01,Canada,Traditional Leisure,2453
2012-04-01,Canada,Traditional Leisure,1660
2012-05-01,Canada,Traditional Leisure,1924
2012-06-01,Canada,Traditional Leisure,3350
2012-07-01,Canada,Traditional Leisure,4055
2012-08-01,Canada,Traditional Leisure,2457
2012-09-01,Canada,Traditional Leisure,1490
2012-10-01,Canada,Traditional Leisure,1894
2012-11-01,Canada,Traditional Leisure,2542
2012-12-01,Canada,Traditional Leisure,2819
2013-01-01,Canada,Traditional Leisure,2724
2013-02-01,Canada,Traditional Leisure,2343
2013-03-01,Canada,Traditional Leisure,2512
2013-04-01,Canada,Traditional Leisure,2088
2013-05-01,Canada,Traditional Leisure,2406
2013-06-01,Canada,Traditional Leisure,3400
2013-07-01,Canada,Traditional Leisure,3608
2013-08-01,Canada,Traditional Leisure,2949
2013-09-01,Canada,Traditional Leisure,1490
2013-10-01,Canada,Traditional Leisure,1954
2013-11-01,Canada,Traditional Leisure,1807
2013-12-01,Canada,Traditional Leisure,3645
2014-01-01,Canada,Traditional Leisure,3070
2014-02-01,Canada,Traditional Leisure,2609
2014-03-01,Canada,Traditional Leisure,2641
2014-04-01,Canada,Traditional Leisure,2417
2014-05-01,Canada,Traditional Leisure,2296
2014-06-01,Canada,Traditional Leisure,3759
2014-07-01,Canada,Traditional Leisure,3741
2014-08-01,Canada,Traditional Leisure,3317
2014-09-01,Canada,Traditional Leisure,1644
2014-10-01,Canada,Traditional Leisure,1931
2014-11-01,Canada,Traditional Leisure,1990
2014-12-01,Canada,Traditional Leisure,3867
2015-01-01,Canada,Traditional Leisure,3419
2015-02-01,Canada,Traditional Leisure,2808
2015-03-01,Canada,Traditional Leisure,3158
2015-04-01,Canada,Traditional Leisure,2864
2015-05-01,Canada,Traditional Leisure,2863
2015-06-01,Canada,Traditional Leisure,3665
2015-07-01,Canada,Traditional Leisure,3997
2015-08-01,Canada,Traditional Leisure,3766
2015-09-01,Canada,Traditional Leisure,2187
2015-10-01,Canada,Traditional Leisure,2276
2015-11-01,Canada,Traditional Leisure,2520
2015-12-01,Canada,Traditional Leisure,4209
2016-01-01,Canada,Traditional Leisure,4016
2016-02-01,Canada,Traditional Leisure,3521
2016-03-01,Canada,Traditional Leisure,3900
2016-04-01,Canada,Traditional Leisure,2962
2016-05-01,Canada,Traditional Leisure,3319
2016-06-01,Canada,Traditional Leisure,4111
2016-07-01,Canada,Traditional Leisure,5330
2016-08-01,Canada,Traditional Leisure,5044
2016-09-01,Canada,Traditional Leisure,2527
2016-10-01,Canada,Traditional Leisure,2345
2016-11-01,Canada,Traditional Leisure,2447
2016-12-01,Canada,Traditional Leisure,4600
2017-01-01,Canada,Traditional Leisure,4366
2017-02-01,Canada,Traditional Leisure,3611
2017-03-01,Canada,Traditional Leisure,4064
2017-04-01,Canada,Traditional Leisure,3142
2017-05-01,Canada,Traditional Leisure,3352
2017-06-01,Canada,Traditional Leisure,4347
2017-07-01,Canada,Traditional Leisure,6018
2017-08-01,Canada,Traditional Leisure,5496
2017-09-01,Canada,Traditional Leisure,2328
2017-10-01,Canada,Traditional Leisure,2408
2017-11-01,Canada,Traditional Leisure,2992
2017-12-01,Canada,Traditional Leisure,4772
2018-01-01,Canada,Traditional Leisure,5682
2018-02-01,Canada,Traditional Leisure,3999
2018-03-01,Canada,Traditional Leisure,5113
2018-04-01,Canada,Traditional Leisure,4972
2018-05-01,Canada,Traditional Leisure,3297
2018-06-01,Canada,Traditional Leisure,4676
2018-07-01,Canada,Traditional Leisure,6017
2018-08-01,Canada,Traditional Leisure,5440
2018-09-01,Canada,Traditional Leisure,2903
2018-10-01,Canada,Traditional Leisure,2406
2018-11-01,Canada,Traditional Leisure,3496
2018-12-01,Canada,Traditional Leisure,4680
2019-01-01,Canada,Traditional Leisure,5840
2019-02-01,Canada,Traditional Leisure,6469
2019-03-01,Canada,Traditional Leisure,6011
2019-04-01,Canada,Traditional Leisure,3741
2019-05-01,Canada,Traditional Leisure,1575
2019-06-01,Canada,Traditional Leisure,2827
2019-07-01,Canada,Traditional Leisure,3826
2019-08-01,Canada,Traditional Leisure,4052
2019-09-01,Canada,Traditional Leisure,2438
2019-10-01,Canada,Traditional Leisure,2385
2019-11-01,Canada,Traditional Leisure,3053
2019-12-01,Canada,Traditional Leisure,6512
2020-01-01,Canada,Traditional Leisure,5510
2020-02-01,Canada,Traditional Leisure,5482
2020-03-01,Canada,Traditional Leisure,1444
2020-04-01,Canada,Traditional Leisure,0
2020-05-01,Canada,Traditional Leisure,0
2020-06-01,Canada,Traditional Leisure,0
2020-07-01,Canada,Traditional Leisure,0
2020-08-01,Canada,Traditional Leisure,0
2020-09-01,Canada,Traditional Leisure,0
2020-10-01,Canada,Traditional Leisure,0
2020-11-01,Canada,Traditional Leisure,0
2020-12-01,Canada,Traditional Leisure,0
2021-01-01,Canada,Traditional Leisure,17
2021-02-01,Canada,Traditional Leisure,71
2021-03-01,Canada,Traditional Leisure,120
2021-04-01,Canada,Traditional Leisure,144
2021-05-01,Canada,Traditional Leisure,69
2021-06-01,Canada,Traditional Leisure,67
2021-07-01,Canada,Traditional Leisure,178
2021-08-01,Canada,Traditional Leisure,594
2021-09-01,Canada,Traditional Leisure,265
2021-10-01,Canada,Traditional Leisure,688
2021-11-01,Canada,Traditional Leisure,1161
2021-12-01,Canada,Traditional Leisure,1705
2022-01-01,Canada,Traditional Leisure,1666
2022-02-01,Canada,Traditional Leisure,1958
2022-03-01,Canada,Traditional Leisure,2989
2022-04-01,Canada,Traditional Leisure,2083
2022-05-01,Canada,Traditional Leisure,2013
2022-06-01,Canada,Traditional Leisure,2308
2022-07-01,Canada,Traditional Leisure,3458
2022-08-01,Canada,Traditional Leisure,2581
2022-09-01,Canada,Traditional Leisure,1552
2022-10-01,Canada,Traditional Leisure,1625
2022-11-01,Canada,Traditional Leisure,1994
2022-12-01,Canada,Traditional Leisure,2618
2023-01-01,Canada,Traditional Leisure,3681
2023-02-01,Canada,Traditional Leisure,3107
2023-03-01,Canada,Traditional Leisure,4066
2023-04-01,Canada,Traditional Leisure,3310
2023-05-01,Canada,Traditional Leisure,3753
2023-06-01,Canada,Traditional Leisure,4509
2023-07-01,Canada,Traditional Leisure,5737
2023-08-01,Canada,Traditional Leisure,4735
2023-09-01,Canada,Traditional Leisure,2426
2023-10-01,Canada,Traditional Leisure,2302
2023-11-01,Canada,Traditional Leisure,2678
2023-12-01,Canada,Traditional Leisure,3640
2024-01-01,Canada,Traditional Leisure,4126
2024-02-01,Canada,Traditional Leisure,3912
2024-03-01,Canada,Traditional Leisure,4034
2024-04-01,Canada,Traditional Leisure,3594
2024-05-01,Canada,Traditional Leisure,3294
2024-06-01,Canada,Traditional Leisure,3263
2024-07-01,Canada,Traditional Leisure,4821
2024-08-01,Canada,Traditional Leisure,3868
2024-09-01,Canada,Traditional Leisure,2095
2024-10-01,Canada,Traditional Leisure,2339
2024-11-01,Canada,Traditional Leisure,3085
2024-12-01,Canada,Traditional Leisure,3781
2025-01-01,Canada,Traditional Leisure,4458
2025-02-01,Canada,Traditional Leisure,4550
2025-03-01,Canada,Traditional Leisure,4219
2025-04-01,Canada,Traditional Leisure,3238
2025-05-01,Canada,Traditional Leisure,3412
2025-06-01,Canada,Traditional Leisure,4239
2025-07-01,Canada,Traditional Leisure,5462
2025-08-01,Canada,Traditional Leisure,4333
2025-09-01,Canada,Traditional Leisure,2513
2025-10-01,Canada,Traditional Leisure,2444
2025-11-01,Canada,Traditional Leisure,3327
2025-12-01,Canada,Traditional Leisure,3938
2011-01-01,China,Emerging Markets,2170
2011-02-01,China,Emerging Markets,2250
2011-03-01,China,Emerging Markets,1685
2011-04-01,China,Emerging Markets,1917
2011-05-01,China,Emerging Markets,1823
2011-06-01,China,Emerging Markets,1580
2011-07-01,China,Emerging Markets,2232
2011-08-01,China,Emerging Markets,2037
2011-09-01,China,Emerging Markets,2658
2011-10-01,China,Emerging Markets,2296
2011-11-01,China,Emerging Markets,2591
2011-12-01,China,Emerging Markets,2179
2012-01-01,China,Emerging Markets,2689
2012-02-01,China,Emerging Markets,2846
2012-03-01,China,Emerging Markets,2634
2012-04-01,China,Emerging Markets,2585
2012-05-01,China,Emerging Markets,2703
2012-06-01,China,Emerging Markets,2134
2012-07-01,China,Emerging Markets,2877
2012-08-01,China,Emerging Markets,3439
2012-09-01,China,Emerging Markets,4305
2012-10-01,China,Emerging Markets,4164
2012-11-01,China,Emerging Markets,4764
2012-12-01,China,Emerging Markets,4879
2013-01-01,China,Emerging Markets,3328
2013-02-01,China,Emerging Markets,6296
2013-03-01,China,Emerging Markets,3018
2013-04-01,China,Emerging Markets,2959
2013-05-01,China,Emerging Markets,2715
2013-06-01,China,Emerging Markets,3707
2013-07-01,China,Emerging Markets,5576
2013-08-01,China,Emerging Markets,5951
2013-09-01,China,Emerging Markets,5804
2013-10-01,China,Emerging Markets,5388
2013-11-01,China,Emerging Markets,4828
2013-12-01,China,Emerging Markets,4718
2014-01-01,China,Emerging Markets,11333
2014-02-01,China,Emerging Markets,11082
2014-03-01,China,Emerging Markets,8114
2014-04-01,China,Emerging Markets,8222
2014-05-01,China,Emerging Markets,7317
2014-06-01,China,Emerging Markets,8970
2014-07-01,China,Emerging Markets,15690
2014-08-01,China,Emerging Markets,14721
2014-09-01,China,Emerging Markets,13590
2014-10-01,China,Emerging Markets,12266
2014-11-01,China,Emerging Markets,11188
2014-12-01,China,Emerging Markets,10866
2015-01-01,China,Emerging Markets,11735
2015-02-01,China,Emerging Markets,27425
2015-03-01,China,Emerging Markets,13975
2015-04-01,China,Emerging Markets,13790
2015-05-01,China,Emerging Markets,12173
2015-06-01,China,Emerging Markets,15487
2015-07-01,China,Emerging Markets,25120
2015-08-01,China,Emerging Markets,24734
2015-09-01,China,Emerging Markets,20502
2015-10-01,China,Emerging Markets,17169
2015-11-01,China,Emerging Markets,16830
2015-12-01,China,Emerging Markets,15843
2016-01-01,China,Emerging Markets,26083
2016-02-01,China,Emerging Markets,32186
2016-03-01,China,Emerging Markets,19645
2016-04-01,China,Emerging Markets,18972
2016-05-01,China,Emerging Markets,16004
2016-06-01,China,Emerging Markets,19952
2016-07-01,China,Emerging Markets,30631
2016-08-01,China,Emerging Markets,27519
2016-09-01,China,Emerging Markets,22111
2016-10-01,China,Emerging Markets,20566
2016-11-01,China,Emerging Markets,18590
2016-12-01,China,Emerging Markets,19318
2017-01-01,China,Emerging Markets,31802
2017-02-01,China,Emerging Markets,25248
2017-03-01,China,Emerging Markets,22172
2017-04-01,China,Emerging Markets,19823
2017-05-01,China,Emerging Markets,18494
2017-06-01,China,Emerging Markets,17205
2017-07-01,China,Emerging Markets,28445
2017-08-01,China,Emerging Markets,26507
2017-09-01,China,Emerging Markets,18939
2017-10-01,China,Emerging Markets,21846
2017-11-01,China,Emerging Markets,19237
2017-12-01,China,Emerging Markets,19234
2018-01-01,China,Emerging Markets,25205
2018-02-01,China,Emerging Markets,37085
2018-03-01,China,Emerging Markets,21804
2018-04-01,China,Emerging Markets,18070
2018-05-01,China,Emerging Markets,17668
2018-06-01,China,Emerging Markets,20837
2018-07-01,China,Emerging Markets,28387
2018-08-01,China,Emerging Markets,27355
2018-09-01,China,Emerging Markets,20078
2018-10-01,China,Emerging Markets,19351
2018-11-01,China,Emerging Markets,19457
2018-12-01,China,Emerging Markets,18880
2019-01-01,China,Emerging Markets,27511
2019-02-01,China,Emerging Markets,29325
2019-03-01,China,Emerging Markets,24648
2019-04-01,China,Emerging Markets,14869
2019-05-01,China,Emerging Markets,1700
2019-06-01,China,Emerging Markets,3775
2019-07-01,China,Emerging Markets,7290
2019-08-01,China,Emerging Markets,9886
2019-09-01,China,Emerging Markets,9886
2019-10-01,China,Emerging Markets,12203
2019-11-01,China,Emerging Markets,16711
2019-12-01,China,Emerging Markets,17197
2020-01-01,China,Emerging Markets,23659
2020-02-01,China,Emerging Markets,2676
2020-03-01,China,Emerging Markets,1797
2020-04-01,China,Emerging Markets,0
2020-05-01,China,Emerging Markets,0
2020-06-01,China,Emerging Markets,0
2020-07-01,China,Emerging Markets,0
2020-08-01,China,Emerging Markets,0
2020-09-01,China,Emerging Markets,0
2020-10-01,China,Emerging Markets,0
2020-11-01,China,Emerging Markets,0
2020-12-01,China,Emerging Markets,0
2021-01-01,China,Emerging Markets,27
2021-02-01,China,Emerging Markets,117
2021-03-01,China,Emerging Markets,226
2021-04-01,China,Emerging Markets,480
2021-05-01,China,Emerging Markets,237
2021-06-01,China,Emerging Markets,176
2021-07-01,China,Emerging Markets,169
2021-08-01,China,Emerging Markets,180
2021-09-01,China,Emerging Markets,179
2021-10-01,China,Emerging Markets,188
2021-11-01,China,Emerging Markets,203
2021-12-01,China,Emerging Markets,277
2022-01-01,China,Emerging Markets,239
2022-02-01,China,Emerging Markets,289
2022-03-01,China,Emerging Markets,393
2022-04-01,China,Emerging Markets,277
2022-05-01,China,Emerging Markets,253
2022-06-01,China,Emerging Markets,281
2022-07-01,China,Emerging Markets,282
2022-08-01,China,Emerging Markets,551
2022-09-01,China,Emerging Markets,659
2022-10-01,China,Emerging Markets,492
2022-11-01,China,Emerging Markets,650
2022-12-01,China,Emerging Markets,713
2023-01-01,China,Emerging Markets,986
2023-02-01,China,Emerging Markets,1728
2023-03-01,China,Emerging Markets,3333
2023-04-01,China,Emerging Markets,5362
2023-05-01,China,Emerging Markets,4384
2023-06-01,China,Emerging Markets,5742
2023-07-01,China,Emerging Markets,10473
2023-08-01,China,Emerging Markets,9873
2023-09-01,China,Emerging Markets,9061
2023-10-01,China,Emerging Markets,6972
2023-11-01,China,Emerging Markets,7226
2023-12-01,China,Emerging Markets,8648
2024-01-01,China,Emerging Markets,12528
2024-02-01,China,Emerging Markets,16279
2024-03-01,China,Emerging Markets,13836
2024-04-01,China,Emerging Markets,8969
2024-05-01,China,Emerging Markets,7930
2024-06-01,China,Emerging Markets,9222
2024-07-01,China,Emerging Markets,13685
2024-08-01,China,Emerging Markets,12088
2024-09-01,China,Emerging Markets,9685
2024-10-01,China,Emerging Markets,9164
2024-11-01,China,Emerging Markets,8371
2024-12-01,China,Emerging Markets,9924
2025-01-01,China,Emerging Markets,16709
2025-02-01,China,Emerging Markets,11690
2025-03-01,China,Emerging Markets,11114
2025-04-01,China,Emerging Markets,8667
2025-05-01,China,Emerging Markets,8803
2025-06-01,China,Emerging Markets,8804
2025-07-01,China,Emerging Markets,12982
2025-08-01,China,Emerging Markets,12294
2025-09-01,China,Emerging Markets,10527
2025-10-01,China,Emerging Markets,10864
2025-11-01,China,Emerging Markets,9217
2025-12-01,China,Emerging Markets,10364
2013-01-01,Czech Republic,Emerging Markets,994
2013-02-01,Czech Republic,Emerging Markets,1581
2013-03-01,Czech Republic,Emerging Markets,1148
2013-04-01,Czech Republic,Emerging Markets,629
2013-05-01,Czech Republic,Emerging Markets,214
2013-06-01,Czech Republic,Emerging Markets,230
2013-07-01,Czech Republic,Emerging Markets,451
2013-08-01,Czech Republic,Emerging Markets,368
2013-09-01,Czech Republic,Emerging Markets,331
2013-10-01,Czech Republic,Emerging Markets,533
